,name,gene_reaction_rule,subunit_num,subunit_mw
HACD7_num1,3-hydroxyacyl-CoA dehydrogenase (3-oxohexadecanoyl-CoA),b2341,1,77.07221
HACD7_num2,3-hydroxyacyl-CoA dehydrogenase (3-oxohexadecanoyl-CoA),b3846,2 ,79.59391
AACPS1,Acyl-[acyl-carrier-protein] synthetase (n-C14:0),b1094 and b2836,1 and 1 ,8.63952 and 80.70002
SDPDS,Succinyl-diaminopimelate desuccinylase,b2472,2,41.26901
DMSOR1_num1,Dimethyl sulfoxide reductase (Menaquinol 8),( b1588 and b1589 and b1590 and b1587 ),( 1 and 1 and 1 and 1 ),( 89.98705 and 22.75175 and 30.52367 and 89.78001 )
DMSOR1_num2,Dimethyl sulfoxide reductase (Menaquinol 8),( b0896 and b0895 and b0894 ),( 1 and 1 and 1 ) ,30.82622 and 22.86894 and 90.39861
DKGLCNR2y,"2,5-diketo-D-gluconate reductase (NADPH)",b3553,2,35.3955
2DGULRy,2-dehydro-L-gulonate reductase (NADPH),b3553,2,35.3955
RZ5PP,Alpha-ribazole 5-phosphate phosphatase,b0638,1,23.30847
NTD9_num1,5'-nucleotidase (GMP),b2361,1,20.25544
NTD9_num2,5'-nucleotidase (GMP),b2744,1,26.90043
NTD9_num3,5'-nucleotidase (GMP),b3399,1,25.39882
NTD9_num4,5'-nucleotidase (GMP),b0675,1 ,27.1631
NTD10,5'-nucleotidase (XMP),b2744,1,26.90043
ADPT,Adenine phosphoribosyltransferase,b0469,2,19.85888
ADK1,Adenylate kinase,b0474,1,23.58602
OCTDPS,Octaprenyl pyrophosphate synthase,b3187,2,35.21697
AACPS2,Acyl-[acyl-carrier-protein] synthetase  (n-C14:1),b1094 and b2836,1 and 1 ,8.63952 and 80.70002
AACPS3,Acyl-[acyl-carrier-protein] synthetase  (n-C16:0),b1094 and b2836,1 and 1 ,8.63952 and 80.70002
AACPS4,Acyl-[acyl-carrier-protein] synthetase  (n-C16:1),b2836 and b1094,1 and 1 ,80.70002 and 8.63952
AMANK,N-acetyl-D-mannosamine kinase,b3222,1,29.64386
ACNML,N-Acetylneuraminate lyase,b3225,4,32.59347
CAT_num1,Catalase,b1732,4,84.16261
CAT_num2,Catalase,b3942,4 ,80.02382
SERASr,(L-seryl)adenylate synthase,b0586,1,141.99095
DMSOR2,Dimethyl sulfoxide reductase (Demethylmenaquinol 8),b0896 and b0895 and b0894,1 and 1 and 1 ,30.82622 and 22.86894 and 90.39861
ACMAMUT,UDP-N-acetyl-D-mannosaminuronic acid transferase,b3794,1,27.92818
DDGALK,2-dehydro-3-deoxygalactonokinase,b3693,1,31.37357
AB6PGH_num1,Arbutin 6-phosphate glucohydrolase,b3721,1,53.16128
AB6PGH_num2,Arbutin 6-phosphate glucohydrolase,b2901,1,55.36077
AB6PGH_num3,Arbutin 6-phosphate glucohydrolase,b2716,1 ,53.93493
AMALT1,Amylomaltase (maltotriose),b3416,1,78.50349
MLTP2,Maltodextrin phosphorylase (maltohexaose),b3417,2,90.5224
PACCOAL,Phenylacetate-CoA ligase,b1398,1,48.95286
GP4GH,Gp4G hydrolase,b0049,1,31.29672
ACGAMT,UDP-N-acetylglucosamine:undecaprenylphosphate N-acetylglucosamine -1-phosphate transferase,b3784,2,40.95724
AADDGT,"DTDP-N-4-acetamido-4,6-dideoxy-D-galactose transferase",b4481,1,40.63959
GMHEPK,D-glycero-D-manno-heptose 7-phosphate kinase,b3052,2,51.05062
TRE6PS,"Alpha,alpha-trehalose-phosphate synthase (UDP-forming)",b1896,1,53.61119
UDCPDP_num1,Undecaprenyl-diphosphatase,b1278,1,29.02126
UDCPDP_num2,Undecaprenyl-diphosphatase,b0841,1,22.39865
UDCPDP_num3,Undecaprenyl-diphosphatase,b3057,1 ,29.75876
TREH,"Alpha,alpha-trehalase",b3519,1,63.69671
CYTK1,Cytidylate kinase (CMP),b0910,1,24.74634
CYTK2,Cytidylate kinase (dCMP),b0910,1,24.74634
GK1,Guanylate kinase (GMP:ATP),b3648,2,23.59271
HACD1_num1,3-hydroxyacyl-CoA dehydrogenase (acetoacetyl-CoA),b3846,2,79.59391
HACD1_num2,3-hydroxyacyl-CoA dehydrogenase (acetoacetyl-CoA),b2341,1 ,77.07221
HACD2_num1,3-hydroxyacyl-CoA dehydrogenase (3-oxohexanoyl-CoA),b3846,2,79.59391
HACD2_num2,3-hydroxyacyl-CoA dehydrogenase (3-oxohexanoyl-CoA),b2341,1 ,77.07221
ACACCT_num1,Acetyl-CoA:acetoacetyl-CoA transferase,( b2222 and b2221 ),( 2 and 2 ),( 22.95965 and 23.52621 )
ACACCT_num2,Acetyl-CoA:acetoacetyl-CoA transferase,b1694,1 ,57.56226
BUTCT,Acetyl-CoA:butyrate-CoA transferase,b2222 and b2221,2 and 2 ,22.95965 and 23.52621
2DGULRx,2-dehydro-L-gulonate reductase (NADH),b3553,2,35.3955
G1PTT_num1,Glucose-1-phosphate thymidylyltransferase,b2039,4,32.69356
G1PTT_num2,Glucose-1-phosphate thymidylyltransferase,b3789,4 ,32.73441
TDPGDH_num1,"DTDPglucose 4,6-dehydratase",b3788,1,39.75385
TDPGDH_num2,"DTDPglucose 4,6-dehydratase",b2041,2 ,40.55833
UDPGALM,UDPgalactopyranose mutase,b2036,1,42.96588
TDPDRE,"DTDP-4-dehydrorhamnose 3,5-epimerase",b2038,1,21.27011
TDPDRR,DTDP-4-dehydrorhamnose reductase,b2040,1,32.69414
G3PD6,Glycerol-3-phosphate dehydrogenase (menaquinone-8),b2242 and b2243 and b2241,1 and 1 and 1 ,45.35724 and 44.10804 and 58.95825
ALLTN,Allantoinase,b0512,4,49.6016
UAPGR,UDP-N-acetylenolpyruvoylglucosamine reductase,b3972,1,37.85103
NDPK7_num1,Nucleoside-diphosphate kinase (ATP:dCDP),b0474,1,23.58602
NDPK7_num2,Nucleoside-diphosphate kinase (ATP:dCDP),b2518,4 ,15.46344
GLYAT,Glycine C-acetyltransferase,b3617,2,43.11704
ADNUC,Adenosine hydrolase,b0030,1,32.56077
GMHEPPA,"D-glycero-D-manno-heptose 1,7-bisphosphate phosphatase",b0200,1,21.29424
S7PI,Sedoheptulose 7-phosphate isomerase,b0222,4,20.81475
TRPS3,Tryptophan synthase (indoleglycerol phosphate),b1260 and b1261,2 and 2 ,28.72416 and 42.98301
CRNBTCT,Gamma-butyrobetainyl-CoA: carnitine CoA transferase,b0038,2,45.12675
CRNCBCT,Crotonobetainyl-CoA: carnitine CoA transferase,b0038,2,45.12675
CRNCDH,Carnityl-CoA dehydratse,b0036,1,28.19024
FADRx,FAD reductase,b3844,1,26.24199
GTPDPK,GTP diphosphokinase,b2784,1,83.87562
NDPK2_num1,Nucleoside-diphosphate kinase (ATP:UDP),b0474,1,23.58602
NDPK2_num2,Nucleoside-diphosphate kinase (ATP:UDP),b2518,4 ,15.46344
NDPK3_num1,Nucleoside-diphosphate kinase (ATP:CDP),b2518,4,15.46344
NDPK3_num2,Nucleoside-diphosphate kinase (ATP:CDP),b0474,1 ,23.58602
NDPK4_num1,Nucleoside-diphosphate kinase (ATP:dTDP),b0474,1,23.58602
NDPK4_num2,Nucleoside-diphosphate kinase (ATP:dTDP),b2518,4 ,15.46344
FCLT_num1,Ferrochelatase,b2431,1,33.05226
FCLT_num2,Ferrochelatase,b0475,1,35.88437
FCLT_num3,Ferrochelatase,b1019,2 ,46.7542
HBZOPT,Hydroxybenzoate octaprenyltransferase,b4040,1,32.51175
PNTK,Pantothenate kinase,b3974,2,36.35978
DPCOAK,Dephospho-CoA kinase,b0103,1,22.62171
HETZK,Hydroxyethylthiazole kinase,b2104,2,27.33916
KDOPS,3-deoxy -D-manno-octulosonic -acid 8-phosphate synthase,b1215,4,30.83269
KDOPP,3-deoxy-manno-octulosonate-8-phosphatase,b3198,4,19.99711
AST,Arginine succinyltransferase,b1747,1,38.45587
SGDS,Succinylglutamate desuccinylase,b1744,1,35.80018
CYNTAH,Cyanate aminohydrolase,b0340,10,17.04884
GSPMDA,Glutathionylspermidine amidase,b2988,2,70.53196
GSPMDS,Glutathionylspermidine synthetase,b2988,2,70.53196
GUAD,Guanine deaminase,b2883,1,50.24422
TMAOR1_num1,Trimethylamine N-oxide reductase (menaquinol 8),( b0896 and b0895 and b0894 ),( 1 and 1 and 1 ),( 30.82622 and 22.86894 and 90.39861 )
TMAOR1_num2,Trimethylamine N-oxide reductase (menaquinol 8),( b1588 and b1589 and b1590 and b1587 ),( 1 and 1 and 1 and 1 ) ,89.98705 and 22.75175 and 30.52367 and 89.78001
TMAOR2,Trimethylamine N-oxide reductase (demethylmenaquinol 8),b0896 and b0895 and b0894,1 and 1 and 1 ,30.82622 and 22.86894 and 90.39861
DGK1,Deoxyguanylate kinase (dGMP:ATP),b3648,2,23.59271
DTMPK,DTMP kinase,b1098,1,23.78314
NDPK1_num1,Nucleoside-diphosphate kinase (ATP:GDP),b0474,1,23.58602
NDPK1_num2,Nucleoside-diphosphate kinase (ATP:GDP),b2518,4 ,15.46344
TRDR_num1,Thioredoxin reductase (NADPH),( b0888 and b3781 ),( 2 and 1 ),( 34.62303 and 11.80662 )
TRDR_num2,Thioredoxin reductase (NADPH),( b2582 and b0888 ),( 1 and 2 ) ,15.55477 and 34.62303
PGMT_num1,Phosphoglucomutase,b0688,1,58.36095
PGMT_num2,Phosphoglucomutase,b2690,1,20.77981
PGMT_num3,Phosphoglucomutase,b1317,1 ,23.56493
FRUK,Fructose-1-phosphate kinase,b2168,2,33.75569
RHCCE,S-ribosylhomocysteine cleavage enzyme,b2687,1,19.41619
KG6PDC_num1,3-keto-L-gulonate 6-phosphate decarboxylase,b4196,2,23.57808
KG6PDC_num2,3-keto-L-gulonate 6-phosphate decarboxylase,b3581,1 ,23.44476
X5PL3E_num1,L-xylulose 5-phosphate 3-epimerase,b4197,1,32.00663
X5PL3E_num2,L-xylulose 5-phosphate 3-epimerase,b3582,1 ,32.45519
DOGULNR,"2,3 dioxo-L-gulonate reductase",b3575,2,36.57272
BETALDHx,Betaine-aldehyde dehydrogenase,b0312,4,52.91113
BETALDHy,Betaine-aldehyde dehydrogenase,b0312,4,52.91113
MLTG3,Maltodextrin glucosidase (maltopentaose),b0403,1,69.041
DKGLCNR1_num1,"2,5-diketo-D-gluconate reductase",b3012,1,31.10964
DKGLCNR1_num2,"2,5-diketo-D-gluconate reductase",b0207,1 ,29.43679
NADTRHD,NAD transhydrogenase,b3962,8,51.56039
FMNRx2_num1,FMN reductase,b0937,2,21.25333
FMNRx2_num2,FMN reductase,b3844,1,26.24199
FMNRx2_num3,FMN reductase,b2764,8,66.26984
ACPS1_num1,Acyl-carrier protein synthase,b2563,2,14.0523
ACPS1_num2,Acyl-carrier protein synthase,b3475,1 ,21.7678
GMPS2,GMP synthase,b2507,2,58.67922
AMPN,AMP nucleosidase,b1982,6,53.99491
GSNK,Guanosine kinase,b0477,2,48.44878
ADCS,4-amino-4-deoxychorismate synthase,b1812 and b3360,1 and 1 ,50.96955 and 20.77186
ADCL_num1,4-aminobenzoate synthase,b1096,2,29.71506
ADCL_num2,4-aminobenzoate synthase,b4039,1 ,18.77692
DHAPT,Dihydroxyacetone phosphotransferase,b2415 and b1198 and b1200 and b2416 and b1199,1 and 2 and 2 and 2 and 2 ,9.11937 and 51.44862 and 38.21521 and 63.56184 and 22.63175
UMPK_num1,UMP kinase,b0910,1,24.74634
UMPK_num2,UMP kinase,b0171,6 ,25.97026
DDPGALA,2-dehydro-3-deoxy-6-phosphogalactonate aldolase,b4477,1,21.3906
DURIK1,Deoxyuridine kinase (ATP:Deoxyuridine),b1238,1,23.45658
UPPRT,Uracil phosphoribosyltransferase,b2498,3,22.53326
CTPS2,CTP synthase (glutamine),b2780,4,60.37415
NTD1_num1,5'-nucleotidase (dUMP),b2291,2,22.70806
NTD1_num2,5'-nucleotidase (dUMP),b2744,1,26.90043
NTD1_num3,5'-nucleotidase (dUMP),b4374,1,25.30062
NTD1_num4,5'-nucleotidase (dUMP),b2361,1 ,20.25544
NTD7_num1,5'-nucleotidase (AMP),b3399,1,25.39882
NTD7_num2,5'-nucleotidase (AMP),b2744,1,26.90043
NTD7_num3,5'-nucleotidase (AMP),b2361,1,20.25544
NTD7_num4,5'-nucleotidase (AMP),b0675,1 ,27.1631
PAPPT3,"Phospho-N-acetylmuramoyl-pentapeptide-transferase (meso-2,6-diaminopimelate)",b0087,1,39.87475
UAGPT3,UDP-N-acetylglucosamine-N-acetylmuramyl-(pentapeptide)pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,b0090,1,37.81473
F6PA_num1,Fructose 6-phosphate aldolase,b0825,10,22.99682
F6PA_num2,Fructose 6-phosphate aldolase,b3946,1 ,23.55522
AGMHE,ADP-D-glycero-D-manno-heptose epimerase,b3619,5,34.89317
GMHEPAT,D-glycero-D-manno-hepose 1-phosphate adenyltransferase,b3052,2,51.05062
IDOND,L-idonate 5-dehydrogenase,b4267,1,37.14659
IDOND2,L-indonate 5-dehydrogenase (NADP),b4267,1,37.14659
GLYCLTDx_num1,Glycolate dehydrogenase (NAD),b3553,2,35.3955
GLYCLTDx_num2,Glycolate dehydrogenase (NAD),b1033,1 ,35.34342
HPYRRy_num1,Hydroxypyruvate reductase (NADPH),b1033,1,35.34342
HPYRRy_num2,Hydroxypyruvate reductase (NADPH),b3553,2 ,35.3955
ACODA,Acetylornithine deacetylase,b3957,2,42.34734
ADA,Adenosine deaminase,b1623,1,36.39746
DADA,Deoxyadenosine deaminase,b1623,1,36.39746
ADD,Adenine deaminase,b3665,2,63.73936
ADSS,Adenylosuccinate synthase,b4177,2,47.34495
AGDC,N-acetylglucosamine-6-phosphate deacetylase,b0677,4,40.9491
ASNN_num1,L-asparaginase,b1767,4,37.12724
ASNN_num2,L-asparaginase,b0828,1 ,33.39398
ASNS2_num1,Asparagine synthetase,b3744,2,36.65055
ASNS2_num2,Asparagine synthetase,b0674,2 ,62.65901
ASPCT_num1,Aspartate carbamoyltransferase,( b4244 and b4245 ),( 6 and 6 ),( 17.12063 and 34.42736 )
ASPCT_num2,Aspartate carbamoyltransferase,b4245,6 ,34.42736
DMPPS,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (dmpp),b0029,2,34.77456
MCOATA,Malonyl-CoA-ACP transacylase,b1094 and b1092,1 and 1 ,8.63952 and 32.4172
IPDPS,1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate reductase (ipdp),b0029,2,34.77456
DAPE,Diaminopimelate epimerase,b3809,2,30.20856
DHDPRy,Dihydrodipicolinate reductase (NADPH),b0031,4,28.75661
HSK,Homoserine kinase,b0003,2,33.62365
SDPTA_num1,Succinyldiaminopimelate transaminase,b2662,2,45.77463
SDPTA_num2,Succinyldiaminopimelate transaminase,b1302,1,44.72907
SDPTA_num3,Succinyldiaminopimelate transaminase,b3359,2,43.76697
SDPTA_num4,Succinyldiaminopimelate transaminase,b1748,2,43.66537
SDPTA_num5,Succinyldiaminopimelate transaminase,b0907,2 ,39.78331
THRS,Threonine synthase,b0004,1,47.11384
HSST,Homoserine O-succinyltransferase,b4013,2,35.7273
PPNDH,Prephenate dehydratase,b2599,2,43.11136
DDPA_num1,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,b0754,4,38.00952
DDPA_num2,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,b2601,2,38.80396
DDPA_num3,3-deoxy-D-arabino-heptulosonate 7-phosphate synthetase,b1704,2 ,38.73506
NMNDA,Nicotinamide-nucleotide amidase,b2700,2,17.58172
NNAM,Nicotinamidase,b1768,1,23.36205
P5CD,1-pyrroline-5-carboxylate dehydrogenase,b1014,2,143.81516
SPMDAT1,Spermidine acetyltransferase,b1584,4,21.88701
SPMDAT2,Spermidine acetyltransferase (N8),b1584,4,21.88701
TDPADGAT,"DTDP-4-amino-4,6-dideoxy-D-glucose acetyltransferase",b3790,1,24.22038
MALS_num1,Malate synthase,b4014,1,60.27357
MALS_num2,Malate synthase,b2976,1 ,80.48852
TRE6PP,Trehalose-phosphatase,b1897,1,29.17528
ADPRDP_num1,ADPribose diphosphatase,b3397,2,21.15317
ADPRDP_num2,ADPribose diphosphatase,b3034,2 ,23.66681
ARAI,L-arabinose isomerase,b0062,6,56.07399
M1PD,Mannitol-1-phosphate 5-dehydrogenase,b3600,1,41.13902
G3PD2,Glycerol-3-phosphate dehydrogenase (NADP),b3608,2,36.3616
GALS3,A-galactosidase (melibiose),b4119,2,50.65707
FCI,L-fucose isomerase,b2802,6,64.97667
FCLK,L-fuculokinase,b2803,1,52.25869
FCLPA_num1,L-fuculose 1-phosphate aldolase,b2738,1,23.22247
FCLPA_num2,L-fuculose 1-phosphate aldolase,b2800,4 ,23.77532
ACCOAL_num1,Acetate-CoA ligase (ADP-forming),b4069,1,72.09359
ACCOAL_num2,Acetate-CoA ligase (ADP-forming),b0335,1 ,69.35093
GALUi,UTP-glucose-1-phosphate uridylyltransferase (irreversible),b1236,4,32.94226
U23GAAT,UDP-3-O-(3-hydroxymyristoyl)glucosamine acyltransferase,b0179,3,36.03848
UAAGDS,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimelate synthetase",b0085,1,53.3436
UAMAS,UDP-N-acetylmuramoyl-L-alanine synthetase,b0091,2,53.62596
UAMAGS,UDP-N-acetylmuramoyl-L-alanyl-D-glutamate synthetase,b0088,1,46.97362
UGLYCH,Ureidoglycolate hydrolase,b0505,1,18.16955
OP4ENH,2-oxopent-4-enoate hydratase,b0350,5,28.88988
HOPNTAL,4-hydroxy-2-oxopentanoate aldolase,b0352,1,36.47043
3HPPPNH,3-(3-hydroxy-phenyl)propionate hydroxylase,b0347,1,62.18569
AKGDH,2-Oxogluterate dehydrogenase,b0116 and b0727 and b0726,2 and 24 and 12 ,50.68849 and 44.01139 and 105.06172
HPYRRx_num1,Hydroxypyruvate reductase (NADH),b1033,1,35.34342
HPYRRx_num2,Hydroxypyruvate reductase (NADH),b3553,2 ,35.3955
GLYCDx,Glycerol dehydrogenase,b3945,8,38.7122
ASP1DC,Aspartate 1-decarboxylase,b0131,1,13.83373
UGMDDS,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine synthetase",b0086,1,47.44715
UHGADA,UDP-3-O-acetylglucosamine deacetylase,b0096,1,33.95592
UAGAAT,UDP-N-acetylglucosamine acyltransferase,b1094 and b0181,1 and 3 ,8.63952 and 28.08
ATPPRT,ATP phosphoribosyltransferase,b2019,2,33.36672
HISTD,Histidinol dehydrogenase,b2020,2,46.11034
IGPDH,Imidazoleglycerol-phosphate dehydratase,b2022,2,40.27796
PRPPS,Phosphoribosylpyrophosphate synthetase,b1207,1,34.21827
PRATPP,Phosphoribosyl-ATP pyrophosphatase,b2026,1,22.75582
PRMICI,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino)imidazole-4-carboxamide isomerase,b2024,1,26.03265
SERAT,Serine O-acetyltransferase,b3607,6,29.31664
CYSS_num1,Cysteine synthase,b2421,2,32.66416
CYSS_num2,Cysteine synthase,b2414,2 ,34.48965
BPNT,"3',5'-bisphosphate nucleotidase",b4214,1,27.17586
PAPSR_num1,Phosphoadenylyl-sulfate reductase (thioredoxin),( b2582 and b2762 ),( 1 and 2 ),( 15.55477 and 27.97583 )
PAPSR_num2,Phosphoadenylyl-sulfate reductase (thioredoxin),( b3781 and b2762 ),( 1 and 2 ) ,11.80662 and 27.97583
ASPK_num1,Aspartate kinase,b3940,2,88.88769
ASPK_num2,Aspartate kinase,b0002,4,89.12024
ASPK_num3,Aspartate kinase,b4024,2 ,48.53173
ASAD,Aspartate-semialdehyde dehydrogenase,b3433,2,40.01788
DAPDC,Diaminopimelate decarboxylase,b2838,2,46.17726
METAT,Methionine adenosyltransferase,b2942,4,41.95163
ASCBPL,L-ascorbate 6-phosphate lactonase,b4192,6,40.06066
ACBIPGT,Adenosyl cobinamide phosphate guanyltransferase,b1993,2,20.164
ADOCBLS,Adenosylcobalamin 5'-phosphate synthase,b1992,1,26.38559
ADOCBIK,Adenosyl cobinamide kinase,b1993,2,20.164
TMPK,Thiamine-phosphate kinase,b0417,1,35.07085
HPPPNDO,"2,3-dihydroxypheylpropionate 1,2-dioxygenase",b0348,4,34.19605
DHCINDO,"2,3-dihydroxycinnamate 1,2-dioxygenase",b0348,4,34.19605
HKNDDH,"2-hydroxy-6-ketonona-2,4-dienedioic acid hydrolase",b0349,2,31.93747
HKNTDH,2-hydroxy-6-ketononotrienedioate hydrolase,b0349,2,31.93747
GLYCK2,Glycerate kinase,b3124,1,39.10434
ENTCS,Enterochelin synthase,b0583,1,23.25857
SULR,Sulfite reductase (NADPH2),b2764 and b2763,8 and 4 ,66.26984 and 63.99812
MANPGH,2-O-alpha-mannosyl-6-phosphate-D-glycerate hydrolase,b0732,1,100.01497
URDGLYCD,Ureidoglycolate dehydrogenase,b0517,2,37.96712
CBMKr,Carbamate kinase,b0521,1,31.64413
AMANAPEr,N-acetylmannosamine 6-phosphate epimerase,b3223,1,24.07366
ACM6PH,N-acetylmuramate 6-phosphate hydrolase,b2428,2,31.21992
NNATr,Nicotinate-nucleotide adenylyltransferase,b0639,1,24.52795
CYTDH_num1,Cytidine hydrolase,b0651,1,33.82292
CYTDH_num2,Cytidine hydrolase,b2162,4,33.748
CYTDH_num3,Cytidine hydrolase,b0030,1 ,32.56077
PSERT,Phosphoserine transaminase,b0907,2,39.78331
AIRC2,Phosphoribosylaminoimidazole carboxylase,b0522,2,39.46112
GAPD,Glyceraldehyde-3-phosphate dehydrogenase,b1779,4,35.53249
HEX1,Hexokinase (D-glucose:ATP),b2388,1,34.72309
GND,Phosphogluconate dehydrogenase,b2029,2,51.48131
TAUDO,Taurine dioxygenase,b0368,4,32.40952
ME2,Malic enzyme (NADP),b2463,6,82.41738
ARGSL,Argininosuccinate lyase,b3960,1,50.31822
CBPS,Carbamoyl-phosphate synthase (glutamine-hydrolysing),b0032 and b0033,2 and 2 ,41.43101 and 117.84172
GLU5K,Glutamate 5-kinase,b0242,4,39.05652
IPPS,2-isopropylmalate synthase,b0074,1,57.29791
ACOATA,Acetyl-CoA ACP transacylase,b1094 and b1091,1 and 2 ,8.63952 and 33.51512
MLTG2,Maltodextrin glucosidase (maltotetraose),b0403,1,69.041
MLTG1,Maltodextrin glucosidase (maltotriose),b0403,1,69.041
AMALT3,Amylomaltase (maltopentaose),b3416,1,78.50349
MLTP3,Maltodextrin phosphorylase (maltoheptaose),b3417,2,90.5224
SPODM_num1,Superoxide dismutase,b3908,2,23.0971
SPODM_num2,Superoxide dismutase,b1656,2 ,21.26578
AHCYSNS,S-adenosylhomocysteine nucleosidase,b0159,2,24.35397
TMK,Thiamine kinase,b1106,1,32.39731
NTPP4_num1,Nucleoside triphosphate pyrophosphorylase (ctp),b1759,1,15.04612
NTPP4_num2,Nucleoside triphosphate pyrophosphorylase (ctp),b2781,2 ,30.4123
NTPP3_num1,Nucleoside triphosphate pyrophosphorylase (dctp),b2781,2,30.4123
NTPP3_num2,Nucleoside triphosphate pyrophosphorylase (dctp),b2251,1,16.37072
NTPP3_num3,Nucleoside triphosphate pyrophosphorylase (dctp),b1759,1 ,15.04612
NTPP6_num1,Nucleoside triphosphate pyrophosphorylase (atp),b2781,2,30.4123
NTPP6_num2,Nucleoside triphosphate pyrophosphorylase (atp),b0905,1 ,65.65158
NTPP7_num1,Nucleoside triphosphate pyrophosphorylase (dttp),b2251,1,16.37072
NTPP7_num2,Nucleoside triphosphate pyrophosphorylase (dttp),b2781,2,30.4123
NTPP7_num3,Nucleoside triphosphate pyrophosphorylase (dttp),b3248,2 ,21.51544
NTPP8_num1,Nucleoside triphosphate pyrophosphorylase (utp),b2781,2,30.4123
NTPP8_num2,Nucleoside triphosphate pyrophosphorylase (utp),b3248,2 ,21.51544
P5CR,Pyrroline-5-carboxylate reductase,b0386,10,28.14488
CYANST_num1,Cyanide sulfurtransferase,b2668,2,18.63873
CYANST_num2,Cyanide sulfurtransferase,b3425,2,12.08247
CYANST_num3,Cyanide sulfurtransferase,b2521,1 ,30.81184
DHPPDA2,Diaminohydroxyphosphoribosylaminopryrimidine deaminase (25drapp),b0414,2,40.33831
GMAND,GDP-D-mannose dehydratase,b2053,2,42.04683
PPCSCT,Propanoyl-CoA: succinate CoA-transferase,b2920,1,53.82445
CYTD,Cytidine deaminase,b2143,2,31.53987
DCYTD,Deoxycytidine deaminase,b2143,2,31.53987
DBTS,Dethiobiotin synthase,b0778,2,24.13959
DCTPD,DCTP deaminase,b2065,3,21.24926
DHDPS,Dihydrodipicolinate synthase,b2478,4,31.26997
G1PACT,Glucosamine-1-phosphate N-acetyltransferase,b3730,3,49.19008
GART,GAR transformylase-T,b1849,1,42.43368
CSND,Cytosine deaminase,b0337,6,47.59098
GF6PTA,Glutamine-fructose-6-phosphate transaminase,b3729,2,66.89434
GLUCYS,Gamma-glutamylcysteine synthetase,b2688,1,58.26929
GLUN_num1,Glutaminase,b0485,4,32.90332
GLUN_num2,Glutaminase,b1524,2 ,33.51559
GLUPRT,Glutamine phosphoribosyldiphosphate amidotransferase,b2312,4,56.48805
GMPR,GMP reductase,b0104,4,37.38367
NADS1,NAD synthase (nh3),b1740,2,30.63683
NTRIR2x,Nitrite Reductase (NADH),b3366 and b3365,1 and 1 ,12.284 and 93.12132
OCBT_num1,Ornithine carbamoyltransferase,b4254,3,36.90711
OCBT_num2,Ornithine carbamoyltransferase,b0273,3 ,36.82714
GARFT,Phosphoribosylglycinamide formyltransferase,b2500,1,23.23828
GPDDA1,Glycerophosphodiester phosphodiesterase (Glycerophosphocholine),b3449,1,27.40958
GPDDA2,Glycerophosphodiester phosphodiesterase (Glycerophosphoethanolamine),b3449,1,27.40958
PHETA1_num1,Phenylalanine transaminase,b0928,2,43.57336
PHETA1_num2,Phenylalanine transaminase,b4054,2,43.53781
PHETA1_num3,Phenylalanine transaminase,b3770,6 ,34.09365
PPND,Prephenate dehydrogenase,b2600,2,42.04252
TRPS1,Tryptophan synthase (indoleglycerol phosphate),b1260 and b1261,2 and 2 ,28.72416 and 42.98301
PRAMPC,Phosphoribosyl-AMP cyclohydrolase,b2026,1,22.75582
MCITL2,Methylisocitrate lyase,b0331,4,32.13466
DXYLK,1-Deoxy-D-xylulose kinase,b3564,2,52.61823
MDH3,Malate dehydrogenase (menaquinone 8 as acceptor),b2210,1,60.22962
SOTA,Succinylornithine transaminase,b1748,2,43.66537
SGSAD,Succinylglutamic semialdehyde dehydrogenase,b1746,1,53.02632
PTA2,Phosphate acetyltransferase,b2297,6,77.17209
MDH2,Malate dehydrogenase (ubiquinone 8 as acceptor),b2210,1,60.22962
ACOTA_num1,Acetylornithine transaminase,b2662,2,45.77463
ACOTA_num2,Acetylornithine transaminase,b1748,2,43.66537
ACOTA_num3,Acetylornithine transaminase,b3359,2,43.76697
ACOTA_num4,Acetylornithine transaminase,b1302,1 ,44.72907
GPDDA5,Glycerophosphodiester phosphodiesterase (Glycerophosphoinositol),b3449,1,27.40958
PDX5PS,Pyridoxine 5'-phosphate synthase,b2564 and b0052,8 and 2 ,26.38429 and 35.11378
PPBNGS,Porphobilinogen synthase,b0369,8,35.62479
PPNCL2,Phosphopantothenate-cysteine ligase,b3639,12,43.43814
PRAGSr,Phosphoribosylglycinamide synthase,b4005,1,45.94036
PRFGS,Phosphoribosylformylglycinamidine synthase,b2557,1,141.40271
ETHAAL,Ethanolamine ammonia-lyase,b2441 and b2440,6 and 6 ,49.40305 and 31.78159
MAN1PT2,Mannose-1-phosphate guanylyltransferase (GDP),b2049,1,53.01629
AP4AH,Ap4A hydrolase,b0049,1,31.29672
AP5AH,Ap5A hydrolase,b0049,1,31.29672
